claim_id,claim,gold_doc_labels,gold_label_group,best_gold_rank_within_top10,retrieved_top10,predicted_top10_labels,status@3,retrieved_gold_docs@3,correct_gold_docs@3,status@5,retrieved_gold_docs@5,correct_gold_docs@5,status@10,retrieved_gold_docs@10,correct_gold_docs@10
380,Enhanced early production of inflammatory chemokines improves viral control in the lung.,"{""19005293"": ""SUPPORTS""}",SUPPORTS,3,"[26068103, 26030079, 19005293, 3835423, 21395936, 23509113, 883747, 2947124, 696006, 12100963]","[""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[19005293],[19005293],success,[19005293],[19005293],success,[19005293],[19005293]
385,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,"{""9955779"": ""SUPPORTS""}",SUPPORTS,3,"[1032372, 9767444, 9955779, 1243475, 5123516, 10165723, 6948886, 6944800, 29190724, 24726600]","[""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[9955779],[],stance_error,[9955779],[],stance_error,[9955779],[]
386,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,"{""16495649"": ""SUPPORTS""}",SUPPORTS,1,"[16495649, 21260231, 42404093, 39300105, 12258338, 38799797, 24525112, 79231308, 21958900, 9310407]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[16495649],[16495649],success,[16495649],[16495649],success,[16495649],[16495649]
399,Exposure to fine particulate air pollution is relate to anxiety prevalence.,"{""791050"": ""SUPPORTS""}",SUPPORTS,1,"[791050, 471921, 32357890, 21003930, 42387637, 21495419, 3580005, 7285256, 11469078, 27453479]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[791050],[791050],success,[791050],[791050],success,[791050],[791050]
415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,"{""6309659"": ""SUPPORTS""}",SUPPORTS,0,"[20937018, 51386222, 4505748, 24530130, 18852643, 4709641, 6917133, 6947286, 41782935, 15347087]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,"{""28937856"": ""SUPPORTS""}",SUPPORTS,4,"[14496749, 29429111, 14848619, 28937856, 16728949, 4795303, 2543135, 8002887, 6121555, 25488034]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],stance_error,[28937856],[],stance_error,[28937856],[]
436,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,"{""14637235"": ""SUPPORTS""}",SUPPORTS,1,"[14637235, 12588500, 8267678, 406733, 12156187, 20781656, 5389523, 11532659, 34034749, 12086599]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[14637235],[14637235],success,[14637235],[14637235],success,[14637235],[14637235]
443,GATA-3 is important for hematopoietic stem cell (HSC) function.,"{""10165258"": ""SUPPORTS""}",SUPPORTS,1,"[10165258, 13048272, 92499, 5415832, 13116880, 19583924, 13980338, 9911547, 17271462, 3321943]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[10165258],[10165258],success,[10165258],[10165258],success,[10165258],[10165258]
452,Gene expression does not vary appreciably across genetically identical cells.,"{""464511"": ""REFUTES"", ""12804937"": ""REFUTES""}",REFUTES,4,"[9154703, 54561709, 31543713, 12804937, 21855837, 37437064, 13223806, 13592721, 32181055, 24530633]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[12804937],[12804937],success,[12804937],[12804937]
475,Glycolysis is one of the primary glycometabolic pathways in cells.,"{""18678095"": ""SUPPORTS""}",SUPPORTS,7,"[23576165, 195689757, 18810195, 20672596, 7548577, 3468459, 18678095, 27647593, 3831884, 35543846]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],stance_error,[18678095],[]
501,Headaches are not correlated with cognitive impairment.,"{""17930286"": ""SUPPORTS""}",SUPPORTS,1,"[17930286, 24510595, 41735503, 42095718, 14566771, 24865781, 30813140, 72372925, 8672737, 15984735]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[17930286],[],stance_error,[17930286],[],stance_error,[17930286],[]
513,High cardiopulmonary fitness causes increased mortality rate.,"{""13230773"": ""REFUTES""}",REFUTES,1,"[13230773, 12770738, 25301182, 2774906, 24918110, 2820454, 6993046, 6647414, 40817021, 24443043]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13230773],[],stance_error,[13230773],[],stance_error,[13230773],[]
516,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,"{""29564505"": ""REFUTES""}",REFUTES,1,"[29564505, 21287352, 40935722, 7285256, 21495419, 21048969, 20109325, 5558754, 18988265, 6417632]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[29564505],[29564505],success,[29564505],[29564505],success,[29564505],[29564505]
521,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,"{""34873974"": ""SUPPORTS""}",SUPPORTS,1,"[34873974, 3056682, 25028913, 29526125, 7602348, 27550580, 43483151, 24660385, 26341063, 23633726]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[34873974],[],stance_error,[34873974],[],stance_error,[34873974],[]
525,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,"{""13639330"": ""SUPPORTS""}",SUPPORTS,1,"[13639330, 20028729, 8267678, 8548635, 3230361, 2754534, 29788648, 4455466, 2151983, 15215393]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13639330],[],stance_error,[13639330],[],stance_error,[13639330],[]
528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,"{""5476778"": ""SUPPORTS""}",SUPPORTS,1,"[5476778, 24512064, 23326722, 28738741, 8300657, 20754359, 5377059, 13322804, 39443128, 601033]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[5476778],[5476778],success,[5476778],[5476778],success,[5476778],[5476778]
532,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,"{""12991445"": ""REFUTES""}",REFUTES,1,"[12991445, 34338075, 1387104, 36288526, 11718220, 21301090, 37424881, 21164071, 23195674, 14973286]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[12991445],[],stance_error,[12991445],[],stance_error,[12991445],[]
533,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,"{""12991445"": ""SUPPORTS""}",SUPPORTS,1,"[12991445, 1387104, 34338075, 36288526, 11718220, 21301090, 37424881, 21164071, 14973286, 23195674]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[12991445],[],stance_error,[12991445],[],stance_error,[12991445],[]
536,Hypocretin neurones induce panicprone state in rats.,"{""16056514"": ""SUPPORTS""}",SUPPORTS,1,"[16056514, 3943235, 36357627, 4951831, 4462155, 25007443, 17506075, 2436602, 25440070, 1070920]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[16056514],[16056514],success,[16056514],[16056514],success,[16056514],[16056514]
539,Hypoglycemia increases the risk of dementia.,"{""13282296"": ""SUPPORTS""}",SUPPORTS,1,"[13282296, 24921368, 1904291, 10190462, 21472388, 41264017, 45457778, 11953232, 13933299, 7011850]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13282296],[],stance_error,[13282296],[],stance_error,[13282296],[]
540,Hypothalamic glutamate neurotransmission is crucial to energy balance.,"{""11886686"": ""SUPPORTS""}",SUPPORTS,2,"[2225918, 11886686, 46451940, 17150648, 45154987, 22545779, 3085264, 23869951, 15535511, 11742219]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO""]",success,[11886686],[11886686],success,[11886686],[11886686],success,[11886686],[11886686]
549,IRG1 has antiviral effects against neurotropic viruses.,"{""9433958"": ""SUPPORTS""}",SUPPORTS,1,"[9433958, 5137019, 26731863, 10559501, 10627801, 7820043, 31272411, 46135768, 21651116, 3308636]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[9433958],[9433958],success,[9433958],[9433958],success,[9433958],[9433958]
569,"In adult tissue, most T cells are memory T cells.","{""23460562"": ""SUPPORTS""}",SUPPORTS,5,"[37311371, 3155731, 991137, 21320417, 23460562, 11666252, 17463549, 13636631, 5508750, 6961811]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[23460562],[23460562],success,[23460562],[23460562]
578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.","{""8764879"": ""REFUTES""}",REFUTES,1,"[8764879, 44801733, 18489989, 33068577, 34753204, 22358449, 33920995, 21108759, 37138639, 11844826]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[8764879],[],stance_error,[8764879],[],stance_error,[8764879],[]
589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.","{""10984005"": ""SUPPORTS""}",SUPPORTS,1,"[10984005, 2338488, 2475059, 1068106, 27391365, 38752049, 1831916, 24625323, 22057077, 40996863]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[10984005],[],stance_error,[10984005],[],stance_error,[10984005],[]
593,Incidence of heart failure decreased by 10% in women since 1979.,"{""19675911"": ""SUPPORTS""}",SUPPORTS,1,"[19675911, 13481731, 20945963, 33533307, 40817021, 31889025, 7602348, 6085365, 24443043, 25301182]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[19675911],[],stance_error,[19675911],[],stance_error,[19675911],[]
597,Incidence rates of cervical cancer have decreased.,"{""12779444"": ""SUPPORTS"", ""25742130"": ""SUPPORTS"", ""36355784"": ""SUPPORTS""}",SUPPORTS,7,"[76415938, 23136735, 13857083, 5433667, 9764256, 28617573, 36355784, 829646, 46355579, 7650066]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],stance_error,[36355784],[]
598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,"{""25742130"": ""REFUTES""}",REFUTES,0,"[76415938, 27873158, 6561200, 36355784, 28617573, 27446873, 19140422, 5433667, 829646, 9764256]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,"{""9638032"": ""SUPPORTS""}",SUPPORTS,1,"[9638032, 1917068, 20054396, 16056410, 11200685, 36830715, 1371440, 11041152, 30835854, 33911859]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[9638032],[9638032],success,[9638032],[9638032],success,[9638032],[9638032]
619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,"{""20888849"": ""REFUTES""}",REFUTES,0,"[5254741, 24974080, 42298280, 23420807, 15541119, 12866641, 30919024, 25732836, 37578311, 22123421]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.","{""24294572"": ""SUPPORTS""}",SUPPORTS,2,"[42708716, 24294572, 6492658, 14328288, 22025252, 11289247, 34071621, 21425864, 26283293, 41325555]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[24294572],[],stance_error,[24294572],[],stance_error,[24294572],[]
641,Insomnia can be effectively treated with cognitive behavioral therapy.,"{""5912283"": ""SUPPORTS""}",SUPPORTS,1,"[5912283, 17973630, 31554917, 24346598, 20602517, 26150367, 11913139, 4587978, 21373821, 22483580]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[5912283],[5912283],success,[5912283],[5912283],success,[5912283],[5912283]
674,LDL cholesterol has no involvement in the development of cardiovascular disease.,"{""2095573"": ""REFUTES""}",REFUTES,4,"[7662206, 30981192, 9617381, 2095573, 9814332, 15561961, 15360986, 25974070, 3868322, 15879931]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[2095573],[2095573],success,[2095573],[2095573]
692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,"{""24088502"": ""REFUTES""}",REFUTES,1,"[24088502, 43587663, 11156883, 3698758, 27243019, 25420421, 14021596, 11349166, 5377059, 3090454]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[24088502],[24088502],success,[24088502],[24088502],success,[24088502],[24088502]
693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,"{""24088502"": ""SUPPORTS""}",SUPPORTS,1,"[24088502, 43587663, 27243019, 3698758, 25420421, 11156883, 14021596, 5377059, 3090454, 623486]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[24088502],[24088502],success,[24088502],[24088502],success,[24088502],[24088502]
718,Low nucleosome occupancy correlates with low methylation levels across species.,"{""17587795"": ""REFUTES""}",REFUTES,1,"[17587795, 3098821, 4392608, 3346812, 21380232, 1695604, 18670, 3174305, 38076716, 1354567]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[17587795],[],stance_error,[17587795],[],stance_error,[17587795],[]
721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,"{""1834762"": ""SUPPORTS""}",SUPPORTS,1,"[1834762, 12670680, 32454714, 5476778, 28015516, 13989491, 28149602, 24998637, 14938990, 15405204]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[1834762],[1834762],success,[1834762],[1834762],success,[1834762],[1834762]
723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,"{""5531479"": ""SUPPORTS""}",SUPPORTS,1,"[5531479, 20608982, 1871230, 3330111, 34469966, 46135768, 22406695, 24315156, 33920995, 5099266]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[5531479],[5531479],success,[5531479],[5531479],success,[5531479],[5531479]
728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,"{""36444198"": ""REFUTES""}",REFUTES,1,"[36444198, 22406695, 17934603, 34469966, 14492339, 8317408, 7521113, 9196472, 7489663, 623486]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[36444198],[36444198],success,[36444198],[36444198],success,[36444198],[36444198]
729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"{""26851674"": ""SUPPORTS""}",SUPPORTS,1,"[26851674, 10279084, 37895688, 83308790, 22210434, 43419566, 25089501, 32101982, 12670680, 22997657]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[26851674],[26851674],success,[26851674],[26851674],success,[26851674],[26851674]
742,Macrolides have no protective effect against myocardial infarction.,"{""32159283"": ""SUPPORTS""}",SUPPORTS,0,"[3984231, 6853699, 7454794, 41913714, 2842550, 17897801, 24150328, 6158879, 7662206, 21239672]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
743,Macrolides protect against myocardial infarction.,"{""32159283"": ""REFUTES""}",REFUTES,0,"[3984231, 6853699, 2192419, 41913714, 7454794, 1122198, 7662206, 4928057, 17897801, 21557614]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,"{""8460275"": ""SUPPORTS""}",SUPPORTS,3,"[4138659, 6454371, 8460275, 20672596, 23895668, 10169908, 1546650, 1344498, 12207167, 16319097]","[""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[8460275],[8460275],success,[8460275],[8460275],success,[8460275],[8460275]
756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,"{""2831620"": ""SUPPORTS""}",SUPPORTS,4,"[27134527, 8646760, 17919731, 2831620, 12172346, 6669242, 6209599, 32638085, 1748921, 25901598]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],stance_error,[2831620],[],stance_error,[2831620],[]
759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,"{""1805641"": ""REFUTES""}",REFUTES,1,"[1805641, 12409683, 3929361, 6503185, 18074797, 10617916, 13948920, 20761364, 5289038, 37248570]","[""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[1805641],[],stance_error,[1805641],[],stance_error,[1805641],[]
770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,"{""15476777"": ""SUPPORTS""}",SUPPORTS,1,"[15476777, 2492146, 5492542, 10958594, 24634621, 7613033, 2328272, 13256155, 39903312, 7165938]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[15476777],[],stance_error,[15476777],[],stance_error,[15476777],[]
781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,"{""24338780"": ""REFUTES""}",REFUTES,1,"[24338780, 8246922, 40632104, 39084565, 6270720, 34378726, 13651792, 1386103, 15707049, 1049501]","[""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[24338780],[],stance_error,[24338780],[],stance_error,[24338780],[]
784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,"{""2356950"": ""SUPPORTS""}",SUPPORTS,2,"[42662816, 2356950, 16627684, 6285534, 16605494, 13290521, 15590539, 28704738, 22871664, 12337611]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[2356950],[2356950],success,[2356950],[2356950],success,[2356950],[2356950]
793,Mitochondria are uninvolved in apoptosis.,"{""8551160"": ""REFUTES""}",REFUTES,8,"[23403754, 39381118, 935034, 28249680, 23887844, 25251625, 34439544, 8551160, 23513818, 13651792]","[""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],success,[8551160],[8551160]
805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,"{""22180793"": ""SUPPORTS""}",SUPPORTS,1,"[22180793, 17188921, 3727986, 14149065, 3118719, 38243984, 13952658, 32742683, 9558539, 2593298]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[22180793],[22180793],success,[22180793],[22180793],success,[22180793],[22180793]
808,Most termination events in Okazaki fragments are sequence specific.,"{""36606083"": ""SUPPORTS""}",SUPPORTS,1,"[36606083, 18111172, 25462689, 35448676, 20821402, 23664875, 31514338, 8250852, 12207340, 20585600]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[36606083],[36606083],success,[36606083],[36606083],success,[36606083],[36606083]
811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,"{""19799455"": ""REFUTES""}",REFUTES,1,"[19799455, 23868856, 12785130, 44562221, 11886686, 2601324, 36357627, 13921526, 5704562, 12462961]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[19799455],[],stance_error,[19799455],[],stance_error,[19799455],[]
823,N348I mutations cause resistance to zidovudine (AZT).,"{""15319019"": ""SUPPORTS""}",SUPPORTS,1,"[15319019, 6426919, 25014337, 6421792, 2319305, 641786, 13450938, 2638387, 16630996, 13221399]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[15319019],[15319019],success,[15319019],[15319019],success,[15319019],[15319019]
832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,"{""30303335"": ""SUPPORTS""}",SUPPORTS,1,"[30303335, 1605392, 19561411, 6936141, 4399311, 7116734, 5389095, 36399109, 34469966, 712078]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[30303335],[],stance_error,[30303335],[],stance_error,[30303335],[]
837,NR5A2 is important in development of endometrial tissues.,"{""15928989"": ""SUPPORTS""}",SUPPORTS,1,"[15928989, 9239963, 16201748, 16346504, 20725212, 9211173, 13777138, 26121646, 25263942, 25628793]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[15928989],[15928989],success,[15928989],[15928989],success,[15928989],[15928989]
839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,"{""1469751"": ""SUPPORTS""}",SUPPORTS,2,"[6219790, 1469751, 22482820, 13923069, 8182950, 17327939, 31715818, 4435369, 33397197, 25435456]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[1469751],[1469751],success,[1469751],[1469751],success,[1469751],[1469751]
